item_id,domain,difficulty,question,correct_answer,template_id,seed
math_0150,math,1,Omar goes to a store to buy rulers. Each ruler costs $26. Omar buys 4 of them. How much does Omar spend in total?,104,simple_purchase,1321249108
math_0151,math,1,Priya has 48 pears. Priya gives 4 to Fatima and buys 23 more. How many pears does Priya have now?,67,give_and_buy,2070660038
math_0152,math,4,James bought 9 markers and paid $315 in total. Each marker cost the same amount. James noticed that 14 other customers were in the store. How much did each marker cost?,35,reverse_purchase,1794779953
math_0153,math,4,"Omar has 82 pencils. The store's loyalty program showed Omar had 50 points, which weren't redeemable yet. Marcus has 5 times as many pencils as Omar. How many pencils do they have together?",492,two_step_ratio,1351506742
math_0154,math,1,Carlos has 23 mangoes. Carlos gives 10 to Priya and buys 35 more. How many mangoes does Carlos have now?,48,give_and_buy,2108960845
math_0155,math,1,Rachel has 8 toy cars and wants to share them equally among 8 friends. How many toy cars does each friend get?,1,share_equally,1827265126
math_0156,math,1,Sarah has 28 mangoes. Sarah gives 14 to Maria and buys 8 more. How many mangoes does Sarah have now?,22,give_and_buy,475609845
math_0157,math,2,James has 20 apples. James gives 1 to Omar and buys 49 more. How many apples does James have now?,68,give_and_buy,1477752127
math_0158,math,3,Fatima has $473. Fatima spends $43 on lunch. Fatima spends $54 on a bus ticket. The store had been open since 1987. How much money does Fatima have left?,376,remaining_after_spending,1419693066
math_0159,math,1,Rachel goes to a store to buy notebooks. Each notebook costs $24. Rachel buys 11 of them. How much does Rachel spend in total?,264,simple_purchase,1883132879
math_0160,math,6,Sarah wants to buy a bicycle that costs $8680. Sarah noticed that 2 other customers were in the store. The cashier mentioned they had sold 6 items earlier that day to someone else. The store is offering a 20% discount today. How much does Sarah pay after the discount?,6944,percentage_discount,1992046345
math_0161,math,5,"Rachel has 673 apples and 1332 bananas. Rachel gives 14 apples to a friend. The store also had 35 batteries on display, but Rachel didn't buy any. How many apples does Rachel have now?",659,trap_irrelevant_operation,1493785618
math_0162,math,3,"Marcus types 63 words per minute. The store had been open since 1987. If Marcus works for 7 minutes, how many words does Marcus type?",441,rate_and_time,787985268
math_0163,math,4,"David wants to buy a jacket that costs $340. The store also had 30 candles on display, but David didn't buy any. The store is offering a 10% discount today. How much does David pay after the discount?",306,percentage_discount,998634558
math_0164,math,5,"Carlos has 874 cookies. The store also had 14 magazines on display, but Carlos didn't buy any. Lin has 5 times as many cookies as Carlos. How many cookies do they have together?",5244,two_step_ratio,50483108
math_0165,math,4,"Priya has 670 pears and 315 mangoes. Priya gives 199 pears to a friend. On the way there, Priya passed 7 houses. How many pears does Priya have now?",471,trap_irrelevant_operation,1634586663
math_0166,math,5,"Omar builds 39 widgets per day. The store's loyalty program showed Omar had 39 points, which weren't redeemable yet. If Omar works for 8 days, how many widgets does Omar produce?",312,rate_and_time,506145077
math_0167,math,6,"Alex starts a small business selling phone cases. 7 of the phone cases were slightly bruised, but Alex kept them all. On the way there, Alex passed 10 houses. Alex buys 95 phone cases at $33 each. Alex sells 59 of them at $54 each. Alex also pays $153 in overhead costs. What is Alex's profit?",-102,profit_calculation,191036165
math_0168,math,5,Rachel and Nadia paint fences together. Rachel can finish 69 per hour and Nadia can finish 27 per hour. They work together for 8 hours. Rachel noticed that 41 other customers were in the store. How many do they complete in total?,768,combined_work,2142112363
math_0169,math,2,Omar has 35 books and wants to share them equally among 5 friends. How many books does each friend get?,7,share_equally,220655520
math_0170,math,4,"Priya earned money over 3 days. On the way there, Priya passed 50 houses. On Monday, Priya earned $336. On Tuesday, Priya earned $224. On Wednesday, Priya earned $140. How much did Priya earn in total?",700,multi_day_earning,1401410204
math_0171,math,2,Kenji has 45 cookies and wants to share them equally among 5 friends. How many cookies does each friend get?,9,share_equally,2031448789
math_0172,math,6,"Kenji saves $163 every week for 4 weeks. During that time, Kenji spends $99 on a birthday gift. Kenji's friend had mentioned wanting 13 items, but Kenji didn't get any for them. On the way there, Kenji passed 43 houses. How much money does Kenji have at the end?",553,savings_over_weeks,1764624485
math_0173,math,6,"Sarah wants to buy a jacket that costs $8644. Sarah's friend had mentioned wanting 19 items, but Sarah didn't get any for them. The store is offering a 25% discount today. Sarah noticed that 28 other customers were in the store. How much does Sarah pay after the discount?",6483,percentage_discount,795677829
math_0174,math,5,Fatima starts a small business selling candles. Fatima had 42 coupons in a drawer at home but forgot to bring them. Fatima buys 94 candles at $86 each. Fatima sells 91 of them at $114 each. Fatima also pays $1462 in overhead costs. What is Fatima's profit?,828,profit_calculation,1908894567
math_0175,math,6,"Rachel saves $863 every week for 6 weeks. During that time, Rachel spends $796 on a birthday gift. During that time, Rachel spends $705 on concert tickets. The cashier mentioned they had sold 50 items earlier that day to someone else. Rachel had 38 coupons in a drawer at home but forgot to bring them. How much money does Rachel have at the end?",3677,savings_over_weeks,948915236
math_0176,math,2,Carlos goes to a store to buy rulers. Each ruler costs $33. Carlos buys 11 of them. How much does Carlos spend in total?,363,simple_purchase,554651107
math_0177,math,5,Aisha has 9429 peaches and 8918 pears. The shelf had 14 empty spots where peaches used to be. Aisha gives 3291 peaches to a friend. How many peaches does Aisha have now?,6138,trap_irrelevant_operation,669271985
math_0178,math,5,"Fatima goes shopping with $2779. Fatima buys 3 pens at $174 each. Fatima buys 1 folders at $67 each. 24 of the items were slightly bruised, but Fatima kept them all. Fatima buys 9 rulers at $42 each. How much money does Fatima have left?",1812,multi_item_purchase,1347255701
math_0179,math,2,David goes to a store to buy markers. Each marker costs $16. David buys 2 of them. How much does David spend in total?,32,simple_purchase,1304260098
math_0180,math,4,"Omar goes shopping with $574. Omar buys 4 pens at $34 each. Omar buys 1 erasers at $74 each. Omar buys 5 markers at $9 each. 45 of the items were slightly bruised, but Omar kept them all. How much money does Omar have left?",319,multi_item_purchase,1226551575
math_0181,math,2,David goes to a store to buy rulers. Each ruler costs $32. David buys 3 of them. How much does David spend in total?,96,simple_purchase,920544584
math_0182,math,1,David has 4 mangoes. David gives 2 to Omar and buys 21 more. How many mangoes does David have now?,23,give_and_buy,440562206
math_0183,math,5,Alex goes shopping with $6813. Alex buys 8 rulers at $178 each. Alex noticed that 42 other customers were in the store. Alex buys 2 markers at $83 each. Alex buys 9 erasers at $69 each. How much money does Alex have left?,4602,multi_item_purchase,1822940206
math_0184,math,3,Kenji has 117 stickers. A song was playing on the radio in the background. Tom has 2 times as many stickers as Kenji. How many stickers do they have together?,351,two_step_ratio,1504556339
math_0185,math,4,"Lin earned a total of $1135 over three days. 16 of the items were slightly bruised, but Lin kept them all. On the first day, Lin earned $192. On the second day, Lin earned $736. How much did Lin earn on the third day?",207,reverse_earning,1608711742
math_0186,math,1,Omar goes to a store to buy folders. Each folder costs $34. Omar buys 19 of them. How much does Omar spend in total?,646,simple_purchase,1584175506
math_0187,math,5,"David has $5279. The store's loyalty program showed David had 10 points, which weren't redeemable yet. David spends $456 on coffee. David spends $1574 on a shirt. David spends $1020 on a book. How much money does David have left?",2229,remaining_after_spending,1716971064
math_0188,math,2,Omar has 16 books and wants to share them equally among 8 friends. How many books does each friend get?,2,share_equally,22037893
math_0189,math,4,Tom has 607 bananas. Tom gives 64 to Fatima and buys 247 more. Tom noticed that 7 other customers were in the store. How many bananas does Tom have now?,790,give_and_buy,1637235415
math_0190,math,2,"Alex earned money over 2 days. On Monday, Alex earned $6. On Tuesday, Alex earned $49. How much did Alex earn in total?",55,multi_day_earning,1309575318
math_0191,math,6,"Alex starts a small business selling candles. Alex buys 66 candles at $38 each. Alex sells 42 of them at $74 each. 24 of the candles were slightly bruised, but Alex kept them all. Alex also pays $56 in overhead costs. The shelf had 9 empty spots where candles used to be. What is Alex's profit?",544,profit_calculation,1404597505
math_0192,math,4,"Maria has 456 stickers and wants to share them equally among 6 friends. The store's loyalty program showed Maria had 8 points, which weren't redeemable yet. How many stickers does each friend get?",76,share_equally,1340861552
math_0193,math,4,"Aisha has 458 oranges and 244 bananas. Aisha gives 164 oranges to a friend. On the way there, Aisha passed 30 houses. How many oranges does Aisha have now?",294,trap_irrelevant_operation,1669075354
math_0194,math,2,Kenji has $17. Kenji spends $10 on a shirt. Kenji spends $3 on a book. How much money does Kenji have left?,4,remaining_after_spending,1909469009
math_0195,math,1,James has 43 peaches. James gives 3 to Rachel and buys 16 more. How many peaches does James have now?,56,give_and_buy,1372175472
math_0196,math,3,Alex has $405. It was a sunny Wednesday afternoon. Alex spends $121 on a shirt. Alex spends $59 on a bus ticket. How much money does Alex have left?,225,remaining_after_spending,1331090575
